Year,Name,Female,Male
1883,Jesse,6,584
1883,Bobbie,5,0
1883,Guadalupe,5,0
1883,Michael,0,307
1883,Jerry,0,107
1883,Harley,0,63
1883,Christian,0,50
1883,Chris,0,47
1883,Riley,0,45
1883,Emery,0,43
1883,Elisha,0,42
1883,Lynn,0,33
1883,Taylor,0,27
1883,Sandy,0,23
1883,Loren,0,22
1883,Addison,0,20
1883,Aubrey,0,20
1883,Emerson,0,20
1883,Logan,0,20
1883,Pat,0,20
1883,Carey,0,19
1883,Dallas,0,19
1883,Morgan,0,19
1883,Jordan,0,17
1883,Adrian,0,14
1883,Avery,0,14
1883,Kelly,0,12
1883,Dale,0,11
1883,Terry,0,10
1883,Ashley,0,9
1883,Bailey,0,8
1883,Parker,0,8
1883,Reese,0,8
1883,Rene,0,8
1883,Shelby,0,8
1883,Ashton,0,6
1883,Cameron,0,6
1883,Freddie,0,6
1883,Hunter,0,6
1883,Tracy,0,6
1883,Blair,0,5
1883,Gale,0,5
1883,Noel,0,5
1884,Mary,9217,36
1884,Jessie,888,177
1884,Willie,332,578
1884,Ollie,275,81
1884,Marion,181,184
1884,Jean,103,25
1884,Francis,56,340
1884,Lee,48,435
1884,Frankie,42,0
1884,John,40,9388
1884,William,34,8897
1884,James,33,5693
1884,Johnnie,33,46
1884,Jimmie,32,26
1884,Cleo,30,6
1884,Eddie,25,179
1884,Charles,19,4802
1884,Merle,16,19
1884,Leslie,15,125
1884,Carmen,14,0
1884,Jesse,14,670
1884,Guadalupe,13,7
1884,Joe,12,759
1884,Sidney,11,142
1884,Tommie,11,21
1884,Dana,10,11
1884,Joseph,9,2707
1884,Charlie,7,746
1884,Freddie,7,8
1884,Robert,7,2468
1884,Tracy,7,11
1884,Bobbie,6,0
1884,Jamie,5,0
1884,David,0,761
1884,Michael,0,373
1884,Jerry,0,121
1884,Harley,0,73
1884,Logan,0,63
1884,Chris,0,57
1884,Christian,0,54
1884,Emery,0,51
1884,Riley,0,47
1884,Elisha,0,39
1884,Morgan,0,33
1884,Lynn,0,27
1884,Pat,0,26
1884,Jordan,0,25
1884,Carey,0,24
1884,Taylor,0,21
1884,Dallas,0,19
1884,Loren,0,19
1884,Aubrey,0,18
1884,Billie,0,18
1884,Addison,0,17
1884,Avery,0,16
1884,Shelby,0,16
1884,Emerson,0,15
1884,Noel,0,12
1884,Sandy,0,11
1884,Dale,0,10
1884,Kelly,0,10
1884,Reese,0,10
1884,Terry,0,10
1884,Adrian,0,9
1884,Parker,0,9
1884,Cameron,0,7
1884,Ashley,0,6
1884,Bailey,0,6
1884,Hunter,0,6
1884,Blair,0,5
1884,Courtney,0,5
1884,Peyton,0,5
1884,Rene,0,5
1884,Stacy,0,5
1884,Tyler,0,5
1885,Mary,9128,38
1885,Jessie,952,202
1885,Willie,312,614
1885,Ollie,305,77
1885,Marion,198,141
1885,Jean,99,17
1885,Francis,66,319
1885,Lee,46,348
1885,John,45,8756
1885,Frankie,35,0
1885,William,33,8044
1885,Cleo,32,8
1885,Johnnie,31,71
1885,Jimmie,28,25
1885,James,26,5175
1885,Eddie,25,141
1885,Carmen,24,0
1885,Charles,24,4599
1885,Tommie,22,12
1885,Merle,16,26
1885,Jesse,15,556
1885,Joseph,14,2540
1885,Joe,12,681
1885,Tracy,12,12
1885,Guadalupe,11,8
1885,Robert,11,2322
1885,Leslie,10,122
1885,Sidney,10,170
1885,Bobbie,9,0
1885,Charlie,9,705
1885,Courtney,8,5
1885,Laverne,7,6
1885,Dana,6,9
1885,David,5,712
1885,Lynn,5,25
1885,Rene,5,5
1885,Michael,0,370
1885,Jerry,0,115
1885,Riley,0,58
1885,Christian,0,55
1885,Harley,0,51
1885,Chris,0,50
1885,Emery,0,41
1885,Elisha,0,38
1885,Logan,0,32
1885,Morgan,0,26
1885,Taylor,0,26
1885,Dale,0,25
1885,Pat,0,23
1885,Dallas,0,20
1885,Loren,0,20
1885,Sandy,0,19
1885,Addison,0,17
1885,Emerson,0,17
1885,Jordan,0,17
1885,Billie,0,15
1885,Kelly,0,15
1885,Ashley,0,13
1885,Carey,0,13
1885,Adrian,0,12
1885,Avery,0,12
1885,Aubrey,0,11
1885,Freddie,0,11
1885,Hunter,0,10
1885,Shelby,0,10
1885,Terry,0,9
1885,Noel,0,8
1885,Reese,0,8
1885,Bailey,0,7
1885,Hayden,0,6
1885,Parker,0,6
1885,Shannon,0,6
1885,Stacy,0,6
1885,Blair,0,5
1885,Cameron,0,5
1886,Mary,9889,32
1886,Jessie,1003,181
1886,Willie,388,641
1886,Ollie,318,81
1886,Marion,273,182
1886,Jean,124,11
1886,Francis,81,344
1886,Frankie,57,0
1886,John,48,9026
1886,Johnnie,48,67
1886,Cleo,42,8
1886,Lee,37,399
1886,Jimmie,36,37
1886,William,35,8252
1886,Eddie,30,197
1886,James,29,5355
1886,Tommie,24,33
1886,Charles,22,4533
1886,Carmen,16,0
1886,Robert,16,2443
1886,Joe,15,759
1886,Merle,14,22
1886,Charlie,11,723
1886,Robbie,10,0
1886,Sidney,10,155
1886,Billie,8,12
1886,Dana,8,8
1886,Guadalupe,8,7
1886,Joseph,8,2594
1886,Leslie,8,136
1886,Freddie,6,14
1886,Jesse,6,614
1886,Laverne,6,0
1886,Bobbie,5,0
1886,Christian,5,33
1886,Lynn,5,25
1886,Tracy,5,14
1886,David,0,674
1886,Michael,0,348
1886,Jerry,0,125
1886,Harley,0,73
1886,Chris,0,62
1886,Emery,0,44
1886,Riley,0,39
1886,Elisha,0,35
1886,Morgan,0,32
1886,Logan,0,30
1886,Sandy,0,27
1886,Dallas,0,25
1886,Pat,0,23
1886,Loren,0,22
1886,Taylor,0,22
1886,Adrian,0,17
1886,Dale,0,17
1886,Emerson,0,17
1886,Addison,0,16
1886,Kelly,0,16
1886,Ashley,0,14
1886,Terry,0,12
1886,Parker,0,11
1886,Aubrey,0,10
1886,Reese,0,10
1886,Jordan,0,9
1886,Shelby,0,9
1886,Bailey,0,7
1886,Hunter,0,7
1886,Rene,0,7
1886,Avery,0,6
1886,Noel,0,6
1886,Carey,0,5
1887,Mary,9888,47
1887,Jessie,1012,182
1887,Willie,379,590
1887,Ollie,338,68
1887,Marion,254,131
1887,Jean,112,21
1887,Francis,82,327
1887,Lee,60,400
1887,John,56,8110
1887,Frankie,48,0
1887,William,44,7470
1887,Cleo,37,6
1887,Charles,33,4031
1887,Jimmie,32,33
1887,Johnnie,32,59
1887,Eddie,22,129
1887,Tommie,21,18
1887,James,19,4768
1887,Joseph,13,2456
1887,Carmen,12,0
1887,Leslie,12,166
1887,Merle,12,24
1887,Charlie,11,642
1887,Freddie,11,7
1887,Bobbie,10,0
1887,Jesse,10,601
1887,Joe,10,685
1887,Robbie,10,0
1887,David,9,673
1887,Robert,8,2125
1887,Sidney,8,144
1887,Billie,7,12
1887,Dale,7,11
1887,Courtney,6,0
1887,Jamie,5,0
1887,Tracy,5,11
1887,Michael,0,345
1887,Jerry,0,98
1887,Harley,0,77
1887,Christian,0,47
1887,Chris,0,46
1887,Riley,0,46
1887,Aubrey,0,34
1887,Emery,0,33
1887,Logan,0,29
1887,Loren,0,23
1887,Lynn,0,23
1887,Elisha,0,20
1887,Taylor,0,20
1887,Pat,0,19
1887,Sandy,0,19
1887,Morgan,0,17
1887,Carey,0,16
1887,Dallas,0,16
1887,Emerson,0,16
1887,Terry,0,16
1887,Avery,0,14
1887,Parker,0,14
1887,Shelby,0,14
1887,Adrian,0,13
1887,Kelly,0,13
1887,Addison,0,12
1887,Jordan,0,12
1887,Ashley,0,10
1887,Dana,0,7
1887,Peyton,0,7
1887,Bailey,0,6
1887,Gale,0,6
1887,Alexis,0,5
1887,Blair,0,5
1887,Noel,0,5
1887,Robin,0,5
1887,Stacy,0,5
1888,Mary,11754,50
1888,Jessie,1200,254
1888,Willie,522,786
1888,Ollie,411,76
1888,Marion,322,162
1888,Jean,145,14
1888,Frankie,100,0
1888,Francis,88,353
1888,Cleo,63,12
1888,Lee,61,430
1888,Johnnie,57,82
1888,John,52,9247
1888,James,45,5562
1888,William,42,8705
1888,Jimmie,36,32
1888,Charles,28,4591
1888,Eddie,27,193
1888,Carmen,26,0
1888,Merle,25,15
1888,Joe,24,789
1888,Leslie,23,175
1888,Tommie,20,21
1888,Robert,19,2814
1888,Guadalupe,18,0
1888,Joseph,18,2993
1888,Charlie,13,796
1888,Robbie,13,0
1888,Jesse,12,637
1888,Sidney,10,168
1888,Bobbie,8,0
1888,Dana,8,6
1888,Freddie,8,7
1888,Tracy,8,10
1888,Rene,7,0
1888,Billie,6,14
1888,Dale,6,15
1888,Courtney,5,9
1888,Jamie,5,0
1888,Laverne,5,7
1888,David,0,801
1888,Michael,0,466
1888,Jerry,0,92
1888,Harley,0,82
1888,Chris,0,59
1888,Christian,0,51
1888,Elisha,0,37
1888,Emery,0,37
1888,Riley,0,37
1888,Dallas,0,30
1888,Pat,0,30
1888,Taylor,0,29
1888,Loren,0,23
1888,Sandy,0,22
1888,Morgan,0,21
1888,Addison,0,20
1888,Adrian,0,19
1888,Aubrey,0,18
1888,Emerson,0,18
1888,Jordan,0,18
1888,Logan,0,18
1888,Lynn,0,17
1888,Hunter,0,16
1888,Shelby,0,15
1888,Terry,0,15
1888,Avery,0,13
1888,Carey,0,13
1888,Noel,0,13
1888,Blair,0,11
1888,Parker,0,11
1888,Kelly,0,10
1888,Angel,0,8
1888,Ashley,0,7
1888,Reese,0,7
1888,Bailey,0,6
1888,Cameron,0,6
1888,Casey,0,6
1888,Hayden,0,6
1888,Payton,0,6
1888,Robin,0,6
1888,Gale,0,5
1888,Tyler,0,5
1889,Mary,11648,41
1889,Jessie,1196,207
1889,Willie,488,708
1889,Ollie,366,76
1889,Marion,331,153
1889,Jean,171,12
1889,Francis,88,346
1889,Lee,77,415
1889,Cleo,70,7
1889,Frankie,64,0
1889,John,52,8548
1889,William,46,7772
1889,Merle,42,35
1889,Johnnie,40,71
1889,Jimmie,37,30
1889,Eddie,30,155
1889,Tommie,29,32
1889,Charles,28,4199
1889,Carmen,27,0
1889,James,26,5020
1889,Leslie,23,155
1889,Joe,18,708
1889,Robbie,15,5
1889,Sidney,15,144
1889,Guadalupe,14,0
1889,Jesse,14,576
1889,Robert,14,2513
1889,Billie,13,14
1889,Bobbie,12,5
1889,Charlie,11,685
1889,Tracy,11,15
1889,Laverne,8,7
1889,Joseph,7,2729
1889,Rene,7,9
1889,Christian,6,51
1889,Aubrey,5,15
1889,Freddie,5,12
1889,David,0,757
1889,Michael,0,377
1889,Jerry,0,110
1889,Harley,0,60
1889,Lynn,0,44
1889,Riley,0,44
1889,Chris,0,42
1889,Emery,0,42
1889,Dallas,0,33
1889,Logan,0,32
1889,Elisha,0,29
1889,Taylor,0,28
1889,Morgan,0,24
1889,Emerson,0,22
1889,Loren,0,22
1889,Dale,0,19
1889,Pat,0,19
1889,Sandy,0,19
1889,Kelly,0,17
1889,Adrian,0,16
1889,Reese,0,16
1889,Carey,0,15
1889,Noel,0,13
1889,Parker,0,13
1889,Addison,0,11
1889,Courtney,0,11
1889,Hunter,0,11
1889,Shelby,0,11
1889,Bailey,0,10
1889,Avery,0,9
1889,Terry,0,9
1889,Dana,0,8
1889,Blair,0,7
1889,Jordan,0,7
1889,Tyler,0,7
1889,Hayden,0,6
1889,Robin,0,6
1889,Stacy,0,5
1890,Mary,12078,35
1890,Jessie,1250,241
1890,Willie,578,758
1890,Ollie,392,87
1890,Marion,386,137
1890,Jean,160,15
1890,Francis,101,363
1890,Cleo,81,12
1890,Merle,68,26
1890,Frankie,67,0
1890,Lee,58,410
1890,John,56,8502
1890,Eddie,46,197
1890,Jimmie,45,34
1890,Johnnie,44,90
1890,William,34,7494
1890,James,33,5097
1890,Charles,30,4061
1890,Carmen,28,0
1890,Tommie,28,22
1890,Joe,20,682
1890,Leslie,20,181
1890,Robbie,20,6
1890,Guadalupe,17,5
1890,Sidney,15,176
1890,Bobbie,13,0
1890,Charlie,12,797
1890,Jamie,12,0
1890,Robert,12,2541
1890,Joseph,11,2670
1890,Freddie,10,9
1890,Jesse,10,576
1890,Tracy,10,16
1890,Billie,9,8
1890,Laverne,9,7
1890,Dana,7,7
1890,Avery,6,17
1890,Courtney,6,0
1890,Christian,5,49
1890,Dale,5,14
1890,David,0,731
1890,Michael,0,394
1890,Jerry,0,103
1890,Harley,0,52
1890,Riley,0,39
1890,Emery,0,34
1890,Chris,0,32
1890,Dallas,0,32
1890,Pat,0,29
1890,Lynn,0,27
1890,Loren,0,26
1890,Elisha,0,24
1890,Morgan,0,23
1890,Taylor,0,22
1890,Aubrey,0,21
1890,Adrian,0,17
1890,Logan,0,15
1890,Addison,0,14
1890,Bailey,0,13
1890,Emerson,0,13
1890,Sandy,0,13
1890,Ashley,0,12
1890,Parker,0,12
1890,Terry,0,12
1890,Carey,0,11
1890,Kelly,0,11
1890,Shelby,0,11
1890,Noel,0,10
1890,Hayden,0,8
1890,Hunter,0,8
1890,Peyton,0,6
1890,Angel,0,5
1890,Cameron,0,5
1890,Casey,0,5
1890,Gale,0,5
1890,Payton,0,5
1890,Rene,0,5
1890,Shannon,0,5
1891,Mary,11703,39
1891,Jessie,1119,227
1891,Willie,562,739
1891,Marion,413,121
1891,Ollie,376,96
1891,Jean,181,17
1891,Francis,88,333
1891,Cleo,76,10
1891,Lee,68,342
1891,Frankie,63,0
1891,Johnnie,58,79
1891,William,50,6763
1891,Merle,46,34
1891,John,44,7680
1891,Jimmie,41,40
1891,Eddie,35,179
1891,Carmen,31,0
1891,James,31,4516
1891,Charles,29,3640
1891,Leslie,28,164
1891,Tommie,25,28
1891,Robbie,24,0
1891,Guadalupe,23,0
1891,Sidney,22,113
1891,Joe,21,584
1891,Bobbie,20,0
1891,Charlie,16,707
1891,Billie,11,0
1891,Dana,11,15
1891,Jamie,11,0
1891,Jesse,11,519
1891,Joseph,11,2572
1891,Robert,9,2240
1891,Freddie,8,13
1891,Tracy,8,14
1891,Laverne,6,0
1891,Rene,6,6
1891,Dale,5,17
1891,Lynn,5,34
1891,David,0,673
1891,Michael,0,333
1891,Jerry,0,107
1891,Harley,0,64
1891,Emery,0,37
1891,Christian,0,34
1891,Dallas,0,33
1891,Chris,0,32
1891,Elisha,0,28
1891,Riley,0,28
1891,Loren,0,24
1891,Taylor,0,22
1891,Emerson,0,21
1891,Aubrey,0,20
1891,Morgan,0,19
1891,Sandy,0,19
1891,Adrian,0,16
1891,Pat,0,16
1891,Logan,0,15
1891,Parker,0,15
1891,Jordan,0,12
1891,Carey,0,11
1891,Hunter,0,11
1891,Reese,0,11
1891,Addison,0,10
1891,Bailey,0,10
1891,Blair,0,10
1891,Avery,0,9
1891,Courtney,0,9
1891,Hayden,0,9
1891,Kelly,0,9
1891,Noel,0,9
1891,Ashley,0,8
1891,Stacy,0,7
1891,Peyton,0,6
1891,Shelby,0,6
1891,Angel,0,5
1891,Payton,0,5
1891,Terry,0,5
1892,Mary,13172,50
1892,Jessie,1246,251
1892,Willie,631,948
1892,Marion,497,166
1892,Ollie,441,115
1892,Jean,194,19
1892,Francis,106,429
1892,Cleo,95,16
1892,Frankie,72,0
1892,Lee,68,460
1892,Johnnie,66,107
1892,Merle,60,38
1892,John,54,9039
1892,Jimmie,51,38
1892,William,44,7782
1892,Carmen,41,0
1892,Eddie,39,218
1892,Tommie,37,21
1892,Charles,29,4319
1892,James,22,5398
1892,Leslie,22,207
1892,Robbie,22,0
1892,Freddie,20,8
1892,Charlie,19,761
1892,Robert,17,2710
1892,Sidney,17,174
1892,Billie,15,9
1892,Guadalupe,15,6
1892,Jesse,14,602
1892,Bobbie,13,0
1892,Joseph,13,3064
1892,Laverne,12,6
1892,Joe,11,819
1892,Jamie,10,0
1892,Dallas,9,30
1892,Dale,8,22
1892,Dana,8,10
1892,Stacy,7,8
1892,Terry,7,12
1892,Tracy,7,15
1892,Carey,6,19
1892,Courtney,6,0
1892,Rene,6,7
1892,Ariel,5,0
1892,David,5,813
1892,Michael,0,380
1892,Jerry,0,117
1892,Harley,0,91
1892,Chris,0,49
1892,Emery,0,48
1892,Christian,0,42
1892,Lynn,0,39
1892,Riley,0,39
1892,Aubrey,0,35
1892,Loren,0,29
1892,Taylor,0,29
1892,Elisha,0,28
1892,Sandy,0,25
1892,Pat,0,24
1892,Morgan,0,21
1892,Emerson,0,19
1892,Shelby,0,19
1892,Adrian,0,18
1892,Avery,0,18
1892,Kelly,0,18
1892,Noel,0,16
1892,Logan,0,14
1892,Addison,0,12
1892,Ashley,0,12
1892,Jordan,0,12
1892,Hunter,0,11
1892,Reese,0,11
1892,Bailey,0,10
1892,Parker,0,10
1892,Blair,0,8
1892,Hayden,0,8
1892,Peyton,0,8
1892,Casey,0,7
1892,Ashton,0,6
1892,Cameron,0,5
1892,Tyler,0,5
1893,Mary,12784,55
1893,Jessie,1216,214
1893,Willie,648,882
1893,Marion,532,139
1893,Ollie,459,99
1893,Jean,215,15
1893,Cleo,122,21
1893,Francis,107,418
1893,Frankie,90,0
1893,Johnnie,68,95
1893,Lee,66,445
1893,John,61,8049
1893,Merle,61,27
1893,Jimmie,52,46
1893,Carmen,39,0
1893,William,32,7223
1893,Tommie,30,27
1893,Eddie,26,220
1893,Joseph,26,2997
1893,Leslie,26,185
1893,Joe,24,721
1893,Charles,23,3723
1893,James,23,5030
1893,Robbie,20,0
1893,Billie,18,12
1893,Guadalupe,18,9
1893,Bobbie,17,0
1893,Robert,17,2563
1893,Sidney,17,163
1893,Freddie,12,18
1893,Jesse,12,541
1893,Lynn,11,35
1893,Charlie,10,691
1893,Laverne,10,0
1893,Jamie,9,0
1893,Dana,8,10
1893,Tracy,8,15
1893,Dale,7,18
1893,Stacy,7,7
1893,Aubrey,6,32
1893,David,6,724
1893,Gale,5,11
1893,Michael,0,407
1893,Jerry,0,118
1893,Harley,0,76
1893,Emery,0,51
1893,Chris,0,40
1893,Christian,0,39
1893,Riley,0,36
1893,Pat,0,27
1893,Dallas,0,26
1893,Taylor,0,26
1893,Morgan,0,22
1893,Kelly,0,21
1893,Emerson,0,20
1893,Loren,0,20
1893,Avery,0,19
1893,Elisha,0,17
1893,Bailey,0,16
1893,Jordan,0,16
1893,Logan,0,15
1893,Adrian,0,13
1893,Parker,0,13
1893,Hunter,0,12
1893,Reese,0,12
1893,Carey,0,11
1893,Noel,0,11
1893,Shelby,0,11
1893,Ashley,0,10
1893,Rene,0,10
1893,Sandy,0,10
1893,Addison,0,9
1893,Blair,0,9
1893,Robin,0,8
1893,Terry,0,8
1893,Peyton,0,7
1893,Ashton,0,5
1893,Cameron,0,5
1893,Hayden,0,5
1894,Mary,13151,48
1894,Jessie,1120,255
1894,Willie,709,986
1894,Marion,587,154
1894,Ollie,452,80
1894,Jean,242,19
1894,Cleo,118,11
1894,Francis,108,423
1894,Lee,83,455
1894,Johnnie,80,124
1894,Merle,70,38
1894,Frankie,68,0
1894,John,60,8238
1894,Jimmie,53,44
1894,Carmen,49,5
1894,Eddie,49,203
1894,Leslie,36,223
1894,William,34,7274
1894,Tommie,29,31
1894,Robbie,28,0
1894,Charles,26,3788
1894,Freddie,26,28
1894,James,25,5110
1894,Joe,23,741
1894,Guadalupe,22,8
1894,Robert,21,2497
1894,Billie,18,13
1894,Charlie,17,704
1894,Joseph,17,2977
1894,Laverne,15,6
1894,Jesse,11,567
1894,Sidney,11,168
1894,Dale,10,28
1894,Bobbie,9,0
1894,Jamie,9,0
1894,Tracy,9,12
1894,Dana,7,13
1894,Rene,7,7
1894,Dallas,6,25
1894,Angel,5,0
1894,Ariel,5,0
1894,David,0,729
1894,Michael,0,423
1894,Jerry,0,127
1894,Harley,0,63
1894,Chris,0,45
1894,Christian,0,40
1894,Emery,0,40
1894,Aubrey,0,39
1894,Riley,0,38
1894,Morgan,0,32
1894,Loren,0,30
1894,Lynn,0,28
1894,Pat,0,28
1894,Elisha,0,27
1894,Emerson,0,23
1894,Noel,0,23
1894,Taylor,0,22
1894,Addison,0,20
1894,Parker,0,20
1894,Sandy,0,19
1894,Adrian,0,18
1894,Avery,0,18
1894,Ashley,0,17
1894,Jordan,0,16
1894,Logan,0,16
1894,Shelby,0,14
1894,Carey,0,12
1894,Gale,0,12
1894,Kelly,0,12
1894,Terry,0,12
1894,Bailey,0,11
1894,Casey,0,9
1894,Hunter,0,9
1894,Reese,0,9
1894,Courtney,0,8
1894,Stacy,0,8
1894,Blair,0,6
1894,Cameron,0,5
1895,Mary,13446,47
1895,Jessie,1300,245
1895,Marion,856,148
1895,Willie,724,1071
1895,Ollie,446,90
1895,Jean,232,19
1895,Francis,126,480
1895,Cleo,125,19
1895,Johnnie,103,120
1895,Lee,98,478
1895,Merle,91,46
1895,Frankie,62,0
1895,John,61,8320
1895,Eddie,50,228
1895,Jimmie,43,65
1895,William,40,7277
1895,Tommie,38,38
1895,James,34,5335
1895,Carmen,29,5
1895,Charles,27,3633
1895,Joe,27,763
1895,Robbie,27,0
1895,Bobbie,26,0
1895,Billie,23,13
1895,Joseph,23,2992
1895,Leslie,22,235
1895,Guadalupe,20,0
1895,Laverne,20,6
1895,Robert,20,2635
1895,Sidney,18,178
1895,Charlie,17,767
1895,Freddie,16,24
1895,Dale,11,26
1895,Jesse,11,577
1895,Rene,11,6
1895,Jamie,10,0
1895,Dana,9,12
1895,Tracy,9,11
1895,Courtney,8,7
1895,Aubrey,7,37
1895,Carey,5,17
1895,David,5,707
1895,Michael,0,413
1895,Jerry,0,102
1895,Harley,0,68
1895,Christian,0,53
1895,Riley,0,49
1895,Lynn,0,46
1895,Chris,0,41
1895,Emery,0,37
1895,Pat,0,36
1895,Dallas,0,33
1895,Elisha,0,33
1895,Loren,0,30
1895,Jordan,0,26
1895,Morgan,0,26
1895,Taylor,0,26
1895,Kelly,0,23
1895,Emerson,0,21
1895,Avery,0,20
1895,Sandy,0,20
1895,Addison,0,19
1895,Adrian,0,18
1895,Noel,0,17
1895,Shelby,0,16
1895,Logan,0,15
1895,Parker,0,15
1895,Terry,0,13
1895,Ashley,0,10
1895,Bailey,0,10
1895,Reese,0,8
1895,Blair,0,7
1895,Cameron,0,7
1895,Hayden,0,7
1895,Hunter,0,7
1895,Gale,0,6
1895,Peyton,0,6
