Year,Name,Female,Male
1888,Royal,0,40
1888,Spencer,0,38
1888,Carroll,0,37
1888,Elisha,0,37
1888,Emery,0,37
1888,Riley,0,37
1888,Emory,0,35
1888,Jerome,0,35
1888,Ezra,0,32
1888,Dallas,0,30
1888,Gerald,0,30
1888,Pat,0,30
1888,Carlos,0,29
1888,Taylor,0,29
1888,Clair,0,26
1888,Elliott,0,26
1888,Sterling,0,25
1888,Israel,0,23
1888,Loren,0,23
1888,Evan,0,22
1888,Sandy,0,22
1888,Jason,0,21
1888,Johnny,0,21
1888,Madison,0,21
1888,Morgan,0,21
1888,Addison,0,20
1888,Jesus,0,20
1888,Steven,0,20
1888,Troy,0,20
1888,Adrian,0,19
1888,Larry,0,19
1888,Micheal,0,19
1888,Aubrey,0,18
1888,Emerson,0,18
1888,Jordan,0,18
1888,Jules,0,18
1888,Logan,0,18
1888,Jonathan,0,17
1888,Lynn,0,17
1888,Valentine,0,17
1888,Cary,0,16
1888,Hunter,0,16
1888,Palmer,0,16
1888,Bennett,0,15
1888,Carter,0,15
1888,Ronald,0,15
1888,Shelby,0,15
1888,Terry,0,15
1888,Mason,0,14
1888,Merrill,0,14
1888,Sol,0,14
1888,Avery,0,13
1888,Bernie,0,13
1888,Blaine,0,13
1888,Carey,0,13
1888,Eric,0,13
1888,Gabriel,0,13
1888,Lindsey,0,13
1888,Noel,0,13
1888,Hollis,0,12
1888,Larkin,0,12
1888,Merritt,0,12
1888,Rodney,0,12
1888,Blair,0,11
1888,Parker,0,11
1888,Billy,0,10
1888,Drew,0,10
1888,Kelly,0,10
1888,Raleigh,0,10
1888,Tommy,0,10
1888,Brady,0,9
1888,Carson,0,9
1888,Hudson,0,9
1888,Justin,0,9
1888,Kyle,0,9
1888,Luis,0,9
1888,Angel,0,8
1888,Elliot,0,8
1888,Finley,0,8
1888,Holly,0,8
1888,Ivory,0,8
1888,Lindsay,0,8
1888,Michel,0,8
1888,Ashley,0,7
1888,Cody,0,7
1888,Craig,0,7
1888,Ellison,0,7
1888,Lamar,0,7
1888,Leigh,0,7
1888,Odell,0,7
1888,Reece,0,7
1888,Reese,0,7
1888,Alan,0,6
1888,Bailey,0,6
1888,Beverly,0,6
1888,Brooks,0,6
1888,Cameron,0,6
1888,Casey,0,6
1888,Collins,0,6
1888,Garnett,0,6
1888,Gary,0,6
1888,Hayden,0,6
1888,Hillary,0,6
1888,Holland,0,6
1888,Jordon,0,6
1888,Keith,0,6
1888,Kelley,0,6
1888,Kirby,0,6
1888,Lavern,0,6
1888,Payton,0,6
1888,Randall,0,6
1888,Robin,0,6
1888,Travis,0,6
1888,Unknown,0,6
1888,Waverly,0,6
1888,Allison,0,5
1888,Blake,0,5
1888,Colby,0,5
1888,Gale,0,5
1888,Gregory,0,5
1888,Harper,0,5
1888,Jimmy,0,5
1888,London,0,5
1888,Murphy,0,5
1888,Page,0,5
1888,Paris,0,5
1888,Quincy,0,5
1888,Tyler,0,5
1889,Mary,11648,41
1889,Anna,5062,23
1889,Elizabeth,3058,16
1889,Margaret,2917,13
1889,Emma,2884,10
1889,Florence,2465,10
1889,Ethel,2463,14
1889,Clara,2319,9
1889,Alice,2145,9
1889,Annie,2123,14
1889,Grace,2049,0
1889,Helen,1909,8
1889,Edna,1815,8
1889,Sarah,1730,5
1889,Martha,1711,0
1889,Lillian,1640,7
1889,Pearl,1588,50
1889,Laura,1567,0
1889,Rose,1550,11
1889,Carrie,1547,6
1889,Marie,1436,8
1889,Eva,1372,5
1889,Frances,1351,15
1889,Louise,1283,6
1889,Julia,1201,0
1889,Catherine,1198,0
1889,Jessie,1196,207
1889,Ruth,1073,0
1889,Hazel,1056,8
1889,Katherine,889,0
1889,Alma,819,13
1889,Irene,737,0
1889,Rosa,707,0
1889,Mildred,625,5
1889,Ruby,522,5
1889,Willie,488,708
1889,Nancy,470,7
1889,Emily,429,0
1889,Kathryn,415,0
1889,Gladys,414,0
1889,Amanda,413,0
1889,Virginia,395,0
1889,Dorothy,377,0
1889,Jane,374,0
1889,Ollie,366,76
1889,Theresa,359,0
1889,Susan,356,0
1889,Ora,346,47
1889,Ann,341,0
1889,Rebecca,337,0
1889,Marion,331,153
1889,Evelyn,320,0
1889,Sara,286,0
1889,Augusta,273,8
1889,Rachel,266,0
1889,Essie,265,11
1889,Amy,252,0
1889,Barbara,246,0
1889,Maria,238,0
1889,Allie,236,12
1889,Bernice,206,7
1889,Betty,189,0
1889,Christine,189,0
1889,Winifred,186,0
1889,Eunice,185,0
1889,Victoria,175,0
1889,Jean,171,12
1889,Lois,154,0
1889,Isabel,153,0
1889,Christina,142,0
1889,Carolyn,133,0
1889,Gussie,133,0
1889,Lou,120,17
1889,Teresa,113,0
1889,Norma,108,0
1889,Hallie,96,8
1889,Marian,90,0
1889,Francis,88,346
1889,Kathleen,87,0
1889,Fay,84,19
1889,Vivian,83,10
1889,Lee,77,415
1889,Cynthia,76,0
1889,Linda,74,0
1889,Cleo,70,7
1889,Bonnie,68,9
1889,Frankie,64,0
1889,Georgie,64,0
1889,Claire,62,0
1889,Audrey,61,0
1889,Ivy,61,10
1889,Doris,60,0
1889,Alpha,58,7
1889,Janet,57,0
1889,Artie,56,11
1889,Cecil,55,102
1889,June,54,7
1889,John,52,8548
1889,Melissa,46,0
1889,William,46,7772
1889,Angela,42,0
1889,George,42,4430
1889,Merle,42,35
1889,Shirley,42,13
1889,Donna,41,0
1889,Johnnie,40,71
1889,Clyde,38,318
1889,Beryl,37,0
1889,Jimmie,37,30
1889,Julie,36,0
1889,Antonia,35,0
1889,Clare,34,11
1889,Ellie,34,0
1889,Vernie,32,8
1889,Carol,30,0
1889,Eddie,30,155
1889,Ray,30,355
1889,Ocie,29,7
1889,Tommie,29,32
1889,Charles,28,4199
1889,Carmen,27,0
1889,Jewel,27,7
1889,Lennie,27,9
1889,Louie,27,40
1889,Connie,26,13
1889,James,26,5020
1889,Jewell,26,7
1889,Patsy,25,0
1889,Donnie,24,6
1889,Ira,24,207
1889,Lonnie,24,106
1889,Thelma,24,0
1889,Leslie,23,155
1889,Alva,22,62
1889,Ara,22,0
1889,Claudie,22,0
1889,Judith,22,0
1889,Corrie,21,0
1889,Joan,21,0
1889,Camille,20,0
1889,Diana,20,0
1889,Joy,20,0
1889,Adell,19,0
1889,Gail,19,6
1889,Dolores,18,0
1889,Henry,18,2286
1889,Joe,18,708
1889,Theo,18,8
1889,Bennie,17,66
1889,Frank,17,2975
1889,Patricia,17,0
1889,Odie,16,17
1889,Sammie,16,14
1889,Lonie,15,14
1889,Robbie,15,5
1889,Sidney,15,144
1889,Fred,14,1554
1889,Guadalupe,14,0
1889,Isa,14,0
1889,Jesse,14,576
1889,Maxie,14,0
1889,Ossie,14,6
1889,Robert,14,2513
1889,Samantha,14,0
1889,Arie,13,0
1889,Billie,13,14
1889,Clifford,13,202
1889,Dell,13,7
1889,Arlie,12,11
1889,Bobbie,12,5
1889,Deborah,12,0
1889,Edward,12,2299
1889,Erie,12,0
1889,Floyd,12,313
1889,Garnett,12,5
1889,Gay,12,0
1889,Joyce,12,0
1889,Nova,12,0
1889,Thomas,12,2233
1889,Charlie,11,685
1889,Delma,11,0
1889,Garnet,11,7
1889,Golden,11,9
1889,Jo,11,0
1889,Tracy,11,15
1889,Andrea,10,0
1889,Audie,10,0
1889,Eugene,10,369
1889,Justine,10,0
1889,Karen,10,0
1889,Vernon,10,73
1889,Arthur,9,1668
1889,Augustine,9,8
1889,Ernest,9,736
1889,Gene,9,11
1889,Jessica,9,0
1889,Johnie,9,38
1889,Louis,9,837
1889,Marvel,9,0
1889,Walter,9,1916
1889,Lannie,8,0
1889,Laurie,8,0
1889,Laverne,8,7
1889,Leo,8,325
1889,Unknown,8,6
1889,Crystal,7,0
1889,Dee,7,24
1889,Denise,7,0
1889,Earlie,7,0
1889,Ellis,7,80
1889,Ever,7,0
1889,Glenn,7,103
1889,Joseph,7,2729
1889,Kay,7,0
1889,Odell,7,7
1889,Rene,7,9
1889,Renee,7,0
1889,Carl,6,704
1889,Christian,6,51
1889,Dannie,6,0
1889,Elmer,6,557
1889,Erin,6,0
1889,Judy,6,0
1889,Laurel,6,5
1889,Lupe,6,0
1889,Roy,6,888
1889,Sam,6,486
1889,Tony,6,45
1889,Valentine,6,15
1889,Ardell,5,0
1889,Aubrey,5,15
1889,Carlie,5,8
1889,Cary,5,11
1889,Clair,5,20
1889,Dean,5,21
1889,Freddie,5,12
1889,Harry,5,2559
1889,Ivory,5,10
1889,Jack,5,322
1889,Jodie,5,9
1889,Jonnie,5,0
1889,Jule,5,7
1889,Lacy,5,10
1889,Lester,5,213
1889,Myrl,5,0
1889,Oscar,5,572
1889,Ralph,5,495
1889,Richard,5,711
1889,Albert,0,1353
1889,Clarence,0,984
1889,Samuel,0,810
1889,Benjamin,0,760
1889,David,0,757
1889,Earl,0,688
1889,Andrew,0,561
1889,Paul,0,556
1889,Daniel,0,515
1889,Raymond,0,511
1889,Howard,0,503
1889,Alfred,0,472
1889,Herbert,0,472
1889,Frederick,0,451
1889,Peter,0,425
1889,Michael,0,377
1889,Martin,0,367
1889,Lawrence,0,342
1889,Harold,0,340
1889,Edwin,0,306
1889,Jacob,0,295
1889,Patrick,0,236
1889,Leonard,0,229
1889,Allen,0,222
1889,Anthony,0,219
1889,Charley,0,199
1889,Russell,0,198
1889,Archie,0,195
1889,Leroy,0,186
1889,Alexander,0,185
1889,Leon,0,184
1889,Philip,0,183
1889,August,0,171
1889,Stephen,0,164
1889,Victor,0,158
1889,Stanley,0,151
1889,Norman,0,141
1889,Alvin,0,137
1889,Alex,0,127
1889,Nathan,0,121
1889,Matthew,0,118
1889,Dennis,0,111
1889,Jerry,0,110
1889,Maurice,0,109
1889,Calvin,0,107
1889,Perry,0,105
1889,Jay,0,104
1889,Mark,0,101
1889,Wesley,0,101
1889,Melvin,0,97
1889,Adam,0,93
1889,Virgil,0,93
1889,Aaron,0,85
1889,Noah,0,85
1889,Timothy,0,82
1889,Manuel,0,81
1889,Jose,0,80
1889,Phillip,0,78
1889,Marshall,0,77
1889,Marvin,0,77
1889,Donald,0,75
1889,Christopher,0,71
1889,Austin,0,68
1889,Monroe,0,68
1889,Nicholas,0,68
1889,Curtis,0,67
1889,Kenneth,0,66
1889,Vincent,0,65
1889,Bruce,0,62
1889,Don,0,62
1889,Elijah,0,61
1889,Juan,0,61
1889,Harley,0,60
1889,Glen,0,58
1889,Julian,0,49
1889,Roger,0,49
1889,Gerald,0,48
1889,Jerome,0,48
1889,Nathaniel,0,48
1889,Scott,0,46
1889,Andy,0,45
1889,Lynn,0,44
1889,Riley,0,44
1889,Chris,0,42
1889,Emery,0,42
1889,Douglas,0,39
1889,Marcus,0,38
1889,Asa,0,37
1889,Emory,0,37
1889,Joel,0,37
1889,Royal,0,37
1889,Van,0,34
1889,Carroll,0,33
1889,Dallas,0,33
1889,Ezra,0,33
1889,Joshua,0,33
1889,Logan,0,32
1889,Wayne,0,32
1889,Antonio,0,31
1889,Elisha,0,29
1889,Spencer,0,28
1889,Taylor,0,28
1889,Carlos,0,25
1889,Morgan,0,24
1889,Madison,0,23
1889,Emerson,0,22
1889,Loren,0,22
1889,Eric,0,21
1889,Mason,0,21
1889,Mitchell,0,21
1889,Raleigh,0,21
1889,Sol,0,21
1889,Israel,0,20
1889,Johnny,0,20
1889,Blaine,0,19
1889,Dale,0,19
1889,Pat,0,19
1889,Sandy,0,19
1889,Jason,0,18
1889,Sydney,0,18
1889,Evan,0,17
1889,Kelly,0,17
1889,Adrian,0,16
1889,Lindsey,0,16
1889,Reese,0,16
1889,Troy,0,16
1889,Carey,0,15
1889,Sterling,0,15
1889,Beverly,0,14
1889,Steven,0,14
1889,Larry,0,13
1889,Noel,0,13
1889,Parker,0,13
1889,Randall,0,13
1889,Bennett,0,12
1889,Brady,0,12
1889,Jonathan,0,12
1889,Jules,0,12
1889,Merritt,0,12
1889,Addison,0,11
1889,Bernie,0,11
1889,Carter,0,11
1889,Courtney,0,11
1889,Elliott,0,11
1889,Hunter,0,11
1889,Luis,0,11
1889,Otha,0,11
1889,Shelby,0,11
1889,Alan,0,10
1889,Bailey,0,10
1889,Hollie,0,10
1889,Hollis,0,10
1889,Larkin,0,10
1889,Lindsay,0,10
1889,Quincy,0,10
1889,Ronald,0,10
1889,Avery,0,9
1889,Gabriel,0,9
1889,Jesus,0,9
1889,Merrill,0,9
1889,Rodney,0,9
1889,Terry,0,9
1889,Tommy,0,9
1889,Dana,0,8
1889,Justin,0,8
1889,Micheal,0,8
1889,Oakley,0,8
1889,Palmer,0,8
1889,Shelly,0,8
1889,Whitney,0,8
1889,Allison,0,7
1889,Blair,0,7
1889,Carson,0,7
1889,Collins,0,7
1889,Denver,0,7
1889,Jordan,0,7
1889,Paris,0,7
1889,Travis,0,7
1889,Tyler,0,7
1889,Cody,0,6
1889,Gregory,0,6
1889,Hayden,0,6
1889,Keith,0,6
1889,Lorenza,0,6
1889,Robin,0,6
1889,Waverly,0,6
1889,Billy,0,5
1889,Brooks,0,5
1889,Cooper,0,5
1889,Dominic,0,5
1889,Drew,0,5
1889,Finley,0,5
1889,Hillary,0,5
1889,Hudson,0,5
1889,Jimmy,0,5
1889,Kit,0,5
1889,Kyle,0,5
1889,Linden,0,5
1889,Lorin,0,5
1889,Michel,0,5
1889,Rudy,0,5
1889,Schuyler,0,5
1889,Stacy,0,5
1890,Mary,12078,35
1890,Anna,5233,20
1890,Elizabeth,3112,12
1890,Margaret,3100,15
1890,Emma,2980,16
1890,Florence,2744,14
1890,Ethel,2718,8
1890,Clara,2496,0
1890,Helen,2312,7
1890,Grace,2278,11
1890,Alice,2271,10
1890,Annie,2220,6
1890,Edna,1973,12
1890,Lillian,1862,10
1890,Sarah,1786,5
1890,Martha,1784,5
1890,Pearl,1741,48
1890,Rose,1725,8
1890,Laura,1634,9
1890,Marie,1563,9
1890,Carrie,1510,8
1890,Louise,1472,9
1890,Eva,1436,11
1890,Frances,1416,12
1890,Hazel,1366,8
1890,Julia,1275,0
1890,Jessie,1250,241
1890,Catherine,1232,0
1890,Ruth,1195,5
1890,Alma,922,11
1890,Katherine,900,0
1890,Irene,893,0
1890,Rosa,770,0
1890,Mildred,635,6
1890,Willie,578,758
1890,Ruby,540,5
1890,Gladys,525,0
1890,Nancy,512,0
1890,Emily,509,0
1890,Kathryn,474,0
1890,Dorothy,458,0
1890,Virginia,405,0
1890,Theresa,401,0
1890,Amanda,392,0
1890,Ollie,392,87
1890,Marion,386,137
1890,Rebecca,374,0
1890,Jane,372,0
1890,Ora,354,49
1890,Susan,354,0
1890,Ann,328,0
1890,Rachel,318,0
1890,Evelyn,316,0
1890,Augusta,299,6
1890,Amy,275,0
1890,Sara,262,0
1890,Essie,256,5
1890,Maria,247,0
1890,Barbara,241,0
1890,Allie,229,22
1890,Bernice,229,8
1890,Victoria,223,0
1890,Christine,220,0
1890,Betty,216,0
1890,Eunice,214,0
1890,Winifred,204,0
1890,Lois,175,0
1890,Isabel,160,0
1890,Jean,160,15
1890,Christina,139,0
1890,Norma,134,0
1890,Lou,132,9
1890,Gussie,125,5
1890,Carolyn,124,0
1890,Hallie,121,16
1890,Marian,112,5
1890,Teresa,110,0
1890,Kathleen,105,0
1890,Vivian,103,7
1890,Francis,101,363
1890,Fay,99,25
1890,Bonnie,98,9
1890,Doris,87,0
1890,Audrey,85,0
1890,Georgie,82,0
1890,Cleo,81,12
1890,Cynthia,79,0
1890,Janet,76,0
1890,Claire,72,6
1890,Artie,68,16
1890,Merle,68,26
1890,Frankie,67,0
1890,Ivy,66,8
1890,June,63,8
1890,Cecil,58,120
1890,Lee,58,410
1890,Alpha,57,8
1890,John,56,8502
1890,Linda,54,0
1890,Clyde,47,317
1890,Eddie,46,197
1890,Angela,45,0
1890,Jimmie,45,34
1890,Johnnie,44,90
1890,Ray,44,349
1890,Melissa,42,0
1890,Ellie,40,0
1890,Shirley,40,19
1890,Antonia,37,0
1890,Connie,37,9
1890,George,37,4458
1890,Lennie,37,0
1890,Alva,35,68
1890,Clare,35,5
1890,Donnie,35,0
1890,Frank,34,3078
1890,William,34,7494
1890,Donna,33,0
1890,James,33,5097
1890,Jewel,33,0
1890,Louie,33,39
1890,Beryl,32,5
1890,Corrie,31,0
1890,Charles,30,4061
1890,Julie,29,0
1890,Vernie,29,9
1890,Carmen,28,0
1890,Tommie,28,22
1890,Carol,26,5
1890,Jewell,26,0
1890,Lonie,26,10
1890,Deborah,24,0
1890,Ara,22,0
1890,Claudie,22,0
1890,Judith,22,0
1890,Thelma,22,0
1890,Camille,21,0
1890,Dolores,21,0
1890,Ocie,21,12
1890,Gail,20,0
1890,Joe,20,682
1890,Leslie,20,181
1890,Odie,20,10
1890,Robbie,20,6
1890,Henry,19,2349
1890,Bennie,18,54
1890,Golden,18,9
1890,Isa,18,0
1890,Jessica,18,0
1890,Joan,18,0
1890,Justine,18,0
1890,Maxie,18,9
1890,Dell,17,8
1890,Guadalupe,17,5
1890,Ira,17,209
1890,Joyce,17,0
1890,Gay,16,8
1890,Lonnie,16,107
1890,Garnet,15,5
1890,Nova,15,0
1890,Patsy,15,0
1890,Samantha,15,0
1890,Sidney,15,176
1890,Augustine,14,13
1890,Fred,14,1506
1890,Karen,14,0
1890,Adell,13,0
1890,Bobbie,13,0
1890,Diana,13,0
1890,Edward,13,2282
1890,Arie,12,0
1890,Charlie,12,797
1890,Clifford,12,207
1890,Harry,12,2345
1890,Jamie,12,0
1890,Leo,12,393
1890,Robert,12,2541
1890,Sammie,12,9
1890,Theo,12,12
1890,Walter,12,1905
1890,Albert,11,1417
1890,Garnett,11,7
1890,Gene,11,17
1890,Glenn,11,117
1890,Joseph,11,2670
1890,Lacy,11,17
1890,Louis,11,860
1890,Patricia,11,0
1890,Roy,11,941
1890,Arlie,10,21
1890,Freddie,10,9
1890,Jesse,10,576
1890,Jodie,10,0
1890,Joy,10,0
1890,Tracy,10,16
1890,Audie,9,0
1890,Billie,9,8
1890,Crystal,9,0
1890,Elmer,9,528
1890,Erin,9,0
1890,Laverne,9,7
1890,Myrl,9,0
1890,Ossie,9,0
1890,Thomas,9,2200
1890,Archie,8,221
1890,Arthur,8,1610
1890,Carl,8,693
1890,Cruz,8,0
1890,Dean,8,25
1890,Earlie,8,0
1890,Howard,8,501
1890,Johnie,8,40
1890,Jonnie,8,0
1890,Julian,8,63
1890,Otha,8,14
1890,Cary,7,9
1890,Dana,7,7
1890,Dawn,7,0
1890,Ivory,7,13
1890,Jo,7,0
1890,Judy,7,0
1890,Jule,7,9
1890,Laurel,7,0
1890,Oscar,7,628
1890,Sam,7,489
1890,Unknown,7,5
1890,Andrea,6,0
1890,Avery,6,17
1890,Bernie,6,13
1890,Carmel,6,0
1890,Courtney,6,0
1890,Erie,6,0
1890,Floyd,6,341
1890,Glen,6,68
1890,Gloria,6,0
1890,Lawrence,6,372
1890,Lupe,6,0
1890,Sydney,6,11
1890,Vernon,6,83
1890,Carlie,5,6
1890,Christian,5,49
1890,Dale,5,14
1890,Dee,5,19
1890,Donald,5,109
1890,Dorris,5,0
1890,Ivey,5,0
1890,Jack,5,368
1890,Kay,5,0
1890,Lester,5,226
1890,Martin,5,347
1890,Page,5,0
1890,Paul,5,607
1890,Ralph,5,587
1890,Samuel,5,815
1890,Tony,5,39
1890,Virgil,5,100
1890,Wesley,5,131
1890,Clarence,0,1018
1890,Ernest,0,774
1890,Earl,0,744
1890,Richard,0,744
1890,David,0,731
1890,Andrew,0,575
1890,Alfred,0,549
1890,Raymond,0,546
1890,Benjamin,0,537
1890,Daniel,0,505
1890,Herbert,0,467
1890,Frederick,0,410
1890,Peter,0,410
1890,Eugene,0,408
1890,Harold,0,408
1890,Michael,0,394
1890,Edwin,0,323
1890,Jacob,0,290
1890,Leonard,0,275
1890,Leroy,0,236
1890,Patrick,0,227
1890,Stanley,0,223
1890,August,0,206
1890,Alexander,0,202
1890,Leon,0,197
1890,Philip,0,192
1890,Allen,0,189
1890,Anthony,0,189
1890,Charley,0,183
1890,Russell,0,182
1890,Norman,0,156
1890,Stephen,0,156
1890,Alex,0,147
1890,Alvin,0,147
1890,Victor,0,138
1890,Calvin,0,116
1890,Nathan,0,110
1890,Jay,0,108
1890,Perry,0,108
1890,Jerry,0,103
1890,Dennis,0,102
1890,Maurice,0,102
1890,Marvin,0,99
1890,Melvin,0,98
1890,Aaron,0,96
1890,Manuel,0,96
1890,Jose,0,93
1890,Curtis,0,86
1890,Matthew,0,86
1890,Mark,0,83
1890,Phillip,0,80
1890,Nicholas,0,78
1890,Nathaniel,0,75
1890,Adam,0,74
1890,Noah,0,74
1890,Marshall,0,73
1890,Kenneth,0,72
1890,Ellis,0,71
1890,Christopher,0,66
1890,Elijah,0,64
1890,Jerome,0,64
1890,Austin,0,63
1890,Don,0,61
1890,Vincent,0,61
1890,Bruce,0,59
1890,Timothy,0,56
1890,Andy,0,53
1890,Monroe,0,53
1890,Harley,0,52
1890,Roger,0,52
1890,Juan,0,50
1890,Asa,0,48
1890,Wayne,0,45
1890,Gerald,0,44
1890,Ezra,0,43
1890,Carroll,0,41
1890,Scott,0,40
1890,Riley,0,39
1890,Douglas,0,38
1890,Joel,0,37
1890,Antonio,0,34
1890,Emery,0,34
1890,Marcus,0,33
1890,Chris,0,32
1890,Dallas,0,32
1890,Royal,0,31
1890,Mitchell,0,30
1890,Spencer,0,30
1890,Emory,0,29
1890,Pat,0,29
1890,Lynn,0,27
1890,Van,0,27
1890,Loren,0,26
1890,Elisha,0,24
1890,Elliott,0,24
1890,Joshua,0,24
1890,Larry,0,24
1890,Johnny,0,23
1890,Morgan,0,23
1890,Evan,0,22
1890,Taylor,0,22
1890,Aubrey,0,21
1890,Clair,0,20
1890,Ronald,0,20
1890,Steven,0,20
1890,Rodney,0,19
1890,Israel,0,18
1890,Raleigh,0,18
1890,Valentine,0,18
1890,Adrian,0,17
1890,Bennett,0,17
1890,Carlos,0,17
1890,Jonathan,0,16
1890,Mason,0,16
1890,Troy,0,16
1890,Gabriel,0,15
1890,Logan,0,15
1890,Sterling,0,15
1890,Addison,0,14
1890,Madison,0,14
1890,Merrill,0,14
1890,Sol,0,14
1890,Tommy,0,14
1890,Bailey,0,13
1890,Emerson,0,13
1890,Eric,0,13
1890,Justin,0,13
1890,Lindsay,0,13
1890,Paris,0,13
1890,Sandy,0,13
1890,Alan,0,12
1890,Ashley,0,12
1890,Gregory,0,12
1890,Jason,0,12
1890,Jules,0,12
1890,Kirby,0,12
1890,Lindsey,0,12
1890,Merritt,0,12
1890,Micheal,0,12
1890,Parker,0,12
1890,Terry,0,12
1890,Allison,0,11
1890,Blaine,0,11
1890,Carey,0,11
1890,Gary,0,11
1890,Jimmy,0,11
1890,Kelly,0,11
1890,Shelby,0,11
1890,Hollis,0,10
1890,Noel,0,10
1890,Palmer,0,10
1890,Quincy,0,10
1890,Bradley,0,9
1890,Brady,0,9
1890,Denver,0,9
1890,Jesus,0,9
1890,Odell,0,9
1890,Travis,0,9
1890,Brooks,0,8
1890,Carson,0,8
1890,Carter,0,8
1890,Hayden,0,8
1890,Hunter,0,8
1890,Kit,0,8
1890,Luis,0,8
1890,Bryan,0,7
1890,Craig,0,7
1890,Dominic,0,7
1890,Finley,0,7
1890,Keith,0,7
1890,Mckinley,0,7
1890,Arden,0,6
1890,Bentley,0,6
1890,Charly,0,6
1890,Harper,0,6
1890,Murphy,0,6
1890,Oakley,0,6
1890,Peyton,0,6
1890,Randall,0,6
1890,Teddy,0,6
1890,Val,0,6
1890,Andre,0,5
1890,Angel,0,5
1890,Billy,0,5
1890,Blake,0,5
1890,Cameron,0,5
1890,Carrol,0,5
1890,Casey,0,5
1890,Chase,0,5
1890,Darrell,0,5
1890,Drew,0,5
1890,Gale,0,5
1890,Hillary,0,5
1890,Holland,0,5
1890,Kelley,0,5
1890,Kyle,0,5
1890,Lamar,0,5
1890,Larkin,0,5
1890,Lauren,0,5
1890,Payton,0,5
1890,Rene,0,5
1890,Schuyler,0,5
1890,Shannon,0,5
1890,Shelly,0,5
1890,Terrell,0,5
1891,Mary,11703,39
1891,Anna,5099,15
1891,Margaret,3065,12
1891,Elizabeth,3059,6
1891,Emma,2884,13
1891,Florence,2715,12
1891,Ethel,2689,9
1891,Helen,2417,9
1891,Clara,2360,10
1891,Annie,2096,5
1891,Grace,2088,11
1891,Alice,2015,9
1891,Edna,1963,8
1891,Ruth,1857,0
1891,Lillian,1812,9
1891,Martha,1744,0
1891,Rose,1696,5
1891,Sarah,1669,0
1891,Pearl,1605,31
1891,Marie,1596,9
1891,Laura,1509,6
1891,Hazel,1447,13
1891,Eva,1412,7
1891,Frances,1397,10
1891,Carrie,1342,8
1891,Louise,1333,0
1891,Catherine,1219,6
1891,Julia,1200,6
1891,Jessie,1119,227
1891,Irene,950,0
1891,Alma,929,13
1891,Katherine,803,5
1891,Mildred,761,0
1891,Rosa,729,0
1891,Gladys,633,0
1891,Dorothy,566,0
1891,Willie,562,739
1891,Ruby,554,11
1891,Nancy,523,0
1891,Kathryn,504,0
1891,Emily,444,0
1891,Virginia,439,0
1891,Marion,413,121
1891,Jane,379,0
1891,Ollie,376,96
1891,Amanda,371,0
1891,Susan,370,0
1891,Theresa,370,0
1891,Evelyn,362,0
1891,Ann,337,0
1891,Ora,327,51
1891,Rebecca,320,0
1891,Rachel,267,0
1891,Amy,266,0
1891,Sara,260,0
1891,Augusta,256,0
1891,Bernice,248,11
1891,Maria,248,0
1891,Betty,239,0
1891,Eunice,237,0
1891,Winifred,235,0
1891,Barbara,221,0
1891,Essie,217,10
1891,Lois,206,0
1891,Victoria,204,0
1891,Allie,192,25
1891,Jean,181,17
1891,Christine,161,0
1891,Isabel,150,0
1891,Gussie,137,0
1891,Teresa,131,0
1891,Norma,127,0
1891,Christina,124,0
1891,Kathleen,113,0
1891,Carolyn,110,0
1891,Lou,109,8
1891,Marian,108,0
1891,Vivian,108,10
1891,Bonnie,100,9
1891,Fay,92,21
1891,Hallie,91,9
1891,Francis,88,333
1891,Doris,86,0
1891,Claire,84,0
1891,Janet,84,0
1891,Linda,78,0
1891,Cleo,76,10
1891,Audrey,68,0
1891,June,68,9
1891,Lee,68,342
1891,Cynthia,67,0
1891,Frankie,63,0
1891,Ivy,62,9
1891,Alpha,59,7
1891,Johnnie,58,79
1891,Artie,56,8
1891,Georgie,54,0
1891,Cecil,50,108
1891,William,50,6763
1891,Lennie,49,0
1891,Merle,46,34
1891,John,44,7680
1891,Jimmie,41,40
1891,Ellie,38,12
1891,Donna,37,0
1891,Jewell,37,6
1891,Antonia,36,0
1891,Beryl,36,0
1891,Ray,36,360
1891,Eddie,35,179
1891,Shirley,35,15
1891,Clare,34,5
1891,Clyde,34,327
1891,Carmen,31,0
1891,Connie,31,12
1891,James,31,4516
1891,Jewel,31,6
1891,Julie,31,0
1891,Melissa,31,0
1891,Claudie,30,5
1891,Angela,29,0
1891,Charles,29,3640
1891,Gail,29,7
1891,Judith,28,0
1891,Leslie,28,164
1891,Ocie,28,0
1891,Alva,26,66
1891,Dolores,25,0
1891,Thelma,25,0
1891,Tommie,25,28
1891,Carol,24,6
1891,Robbie,24,0
1891,Vernie,24,0
1891,Camille,23,0
1891,Corrie,23,0
1891,George,23,3931
1891,Guadalupe,23,0
1891,Ira,23,179
1891,Frank,22,2652
1891,Henry,22,2049
1891,Patsy,22,0
1891,Sidney,22,113
1891,Bennie,21,75
1891,Joe,21,584
1891,Theo,21,11
1891,Bobbie,20,0
1891,Samantha,20,0
1891,Donnie,19,0
1891,Ara,18,0
1891,Louie,18,27
1891,Crystal,17,0
1891,Joyce,17,0
1891,Lonnie,17,117
1891,Arlie,16,16
1891,Charlie,16,707
1891,Diana,16,0
1891,Garnet,16,0
